movieId,title,genres,imdbId,poster
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,70909,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWY0NzM5MDAtYTg2NC00MDZjLTgwM2UtZjdiOTEzMjQ4MjU0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2528,Logan's Run (1976),Action|Adventure|Sci-Fi,74812,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NTI4NDY1MF5BMl5BanBnXkFtZTgwMTg0NjAxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,63442,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NjUwMzg5NF5BMl5BanBnXkFtZTgwNDQ0NjcwMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,65462,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjljYjY0MDktZjdlNC00ZTAxLTkzM2ItM2JjZjQ3YzQ0NzJiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,69768,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWRlYjU3ODYtNzAzZS00YWE5LTkxZTEtYjM1YzIwZTlhMWQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,68408,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzliNDU3OWYtODg2Zi00OGI3LWExOTgtOTk2NGM2NGY2Y2M0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,67065,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWE5NTQ4ZDQtNjUyMC00NjA3LTk1NTctNmRkYTUyMTFmYTI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2534,Avalanche (1978),Action,77189,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjkzMjkyNDcwNV5BMl5BanBnXkFtZTYwMzM1Mjg5._V1_UX182_CR0,0,182,268_AL_.jpg"
2535,Earthquake (1974),Action|Drama|Thriller,71455,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzY4NzZjYmItOTNiZi00YTAzLWI3ZTYtZWVmMmMxOWVjY2FmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
2537,Beyond the Poseidon Adventure (1979),Adventure,78856,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2I4NjVhOTYtOWMyYS00NWMwLTkwZWItYTEzYWUwNWU4ZmJkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
2538,Dancemaker (1998),Documentary,175550,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5ODU1ODQ3OV5BMl5BanBnXkFtZTcwMTYwNzkxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
2539,Analyze This (1999),Comedy,122933,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTIzNjQ5OTMtM2U2NS00YTNkLWIzMmYtOTcyOTA5MDU0YTdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,142192,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNDg5MDc0MF5BMl5BanBnXkFtZTcwOTM1NTIyMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
2541,Cruel Intentions (1999),Drama,139134,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxNjM5OTQ2M15BMl5BanBnXkFtZTgwNjUxNzYxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,120735,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
2544,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,157208,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNjkyNzkyMV5BMl5BanBnXkFtZTYwMjY0MDM5._V1_UY268_CR0,0,182,268_AL_.jpg"
2546,"Deep End of the Ocean, The (1999)",Drama,120646,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTYzYTQ0MDUtN2QwYy00ZDFmLWFlYWMtNDhlOTJhZWE4ZTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2548,"Rage: Carrie 2, The (1999)",Horror,144814,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNzMwNjUyNV5BMl5BanBnXkFtZTcwMzk3MTE3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2549,Wing Commander (1999),Action|Sci-Fi,131646,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MDI1MDMyN15BMl5BanBnXkFtZTcwMzgzMTIyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
2550,"Haunting, The (1963)",Horror|Thriller,57129,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MTkzMDI0MV5BMl5BanBnXkFtZTgwODI5NTAxNzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
2551,Dead Ringers (1988),Drama|Horror|Thriller,94964,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTY4MTVhZGEtNGUyMS00Y2ZhLTlmN2EtMWI1YTYxMGYyN2I1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
2552,My Boyfriend's Back (1993),Comedy,107626,"https://images-na.ssl-images-amazon.com/images/M/MV5BOWExMjI0ZDgtOGM1ZC00YjBmLWI0ZDEtNTAzN2RlZTVjMjIzXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,54443,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGE5MzM4NDItZTgwNy00MDBjLWI2ODQtNzVjMzBhMjVhMjkyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,56931,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTdmM2E1Y2ItZmIwOC00ZDg0LTkyMmUtNjllM2EwMDUwNThlXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UY268_CR41,0,182,268_AL_.jpg"
2555,Baby Geniuses (1999),Comedy,118665,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxODAxNzE4NV5BMl5BanBnXkFtZTcwNDMyODYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,157016,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmMyYzRjYjMtYzFkNy00Njc3LWIzOTQtNzIzNzE4YzM4NDNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2558,Forces of Nature (1999),Comedy|Romance,141098,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MjYwMzk5MF5BMl5BanBnXkFtZTYwNTY1MzA5._V1_UY268_CR1,0,182,268_AL_.jpg"
2559,"King and I, The (1999)",Animation|Children,160429,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4ODA0NTc3NF5BMl5BanBnXkFtZTcwNTAxMjEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2560,Ravenous (1999),Horror|Thriller,129332,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2JjMDJjMWMtMTI0OC00MzUxLWEwNTktZmRlY2M2YTYwNTZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2561,True Crime (1999),Crime|Thriller,139668,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjgwMjkxNzY4OV5BMl5BanBnXkFtZTcwNzIyNTY1Mw@@._V1_UY268_CR7,0,182,268_AL_.jpg"
2563,Dangerous Beauty (1998),Drama,118892,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzOTYyNDMzMV5BMl5BanBnXkFtZTYwODgzOTE5._V1_UY268_CR7,0,182,268_AL_.jpg"
2565,"King and I, The (1956)",Drama|Musical|Romance,49408,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmJkYTViMzItZDM3YS00MDU2LTkzYWItMGJkYjVjMjU2YjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
2566,Doug's 1st Movie (1999),Animation|Children,187819,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5MTk1OTA1NV5BMl5BanBnXkFtZTYwNDU4NjM5._V1_UX182_CR0,0,182,268_AL_.jpg"
2567,EDtv (1999),Comedy,131369,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjBhNjc1NjktZTg4OS00YmUyLWI4YjAtNGIxZGM4ZTdkNmZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2568,"Mod Squad, The (1999)",Action|Crime,120757,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMzgyNTc5Ml5BMl5BanBnXkFtZTcwNzE0ODI1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2570,"Walk on the Moon, A (1999)",Drama|Romance,120613,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MzI4NTQzN15BMl5BanBnXkFtZTcwNTMzNDgxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,133093,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
2572,10 Things I Hate About You (1999),Comedy|Romance,147800,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmVhZjhlZDYtMDAwZi00MDcyLTgzOTItOWNiZjY0YmE0MGE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2573,Tango (1998),Drama|Musical,120274,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjUyYTNmMDQtZjgwYy00NWFmLWIwZDItODg5NjQ1OTM5ODc2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2574,"Out-of-Towners, The (1999)",Comedy,129280,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjJhOWM3YzMtMzE4Ny00YWE4LWFjZGItYjZkYmRlYTVlMmE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR1,0,182,268_AL_.jpg"
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,120449,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ3Njc2MTE2OV5BMl5BanBnXkFtZTYwNDAzMTk5._V1_UX182_CR0,0,182,268_AL_.jpg"
2577,Metroland (1997),Comedy|Drama,119665,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjkzZDBkYTUtMmVlZC00NzVjLThjMjItMGQ3ZDI5Njk2OGM3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
2579,Following (1998),Crime|Mystery|Thriller,154506,"https://images-na.ssl-images-amazon.com/images/M/MV5BODhhMTI1OWMtNDhhOC00NTgxLTk0NGYtZGM0ZTk4MzM5Y2U0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg"
2580,Go (1999),Comedy|Crime,139239,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzJhNGExMDYtMWEyOS00MzMxLWJiYTYtMDYxNTRmNjdjM2VlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2581,Never Been Kissed (1999),Comedy|Romance,151738,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjZmNTUzN2QtYzUxZi00M2YwLTgzNTgtZDkzYjg0YWVmNmYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy,105399,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NTI5NTgzMF5BMl5BanBnXkFtZTYwNDA5MTE5._V1_UY268_CR2,0,182,268_AL_.jpg"
2583,Cookie's Fortune (1999),Comedy|Drama,126250,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MDQ4MTY3OV5BMl5BanBnXkFtZTcwMzQyNzEyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,133363,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWJhNjczZmMtYTA0OS00YzhlLWE1YTAtZGFkYjU1OGRiNTAyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2586,Goodbye Lover (1999),Comedy|Crime|Thriller,119219,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMDg0NDMwNV5BMl5BanBnXkFtZTcwMjI1NTUxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
2587,Life (1999),Comedy|Crime|Drama,123964,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2M0YWM1OTgtMDY1Ni00Y2RkLTkxNzktODUyNDU0YWFkYjQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2589,Friends & Lovers (1999),Comedy|Drama|Romance,143261,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMDExNzU3MF5BMl5BanBnXkFtZTcwNzM3NTc0MQ@@._V1._CR21,16,317,460_UY268_CR1,0,182,268_AL_.jpg"
2590,Hideous Kinky (1998),Drama,136244,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MDQ5NzI2M15BMl5BanBnXkFtZTcwNzE0MzEyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
2593,"Monster, The (Mostro, Il) (1994)",Comedy,110570,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2ODAwNDc2NF5BMl5BanBnXkFtZTcwMDMyMzIyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,125659,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2MxNDkwNWItNDFiMS00YTNlLWJjM2EtMDA0ZjY0OGFiYmIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2596,SLC Punk! (1998),Comedy|Drama,133189,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzdkOGYyMTQtOTZlYS00NTEwLWEwY2MtMGM2MDZiNDY1ODQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2597,Lost & Found (1999),Comedy|Romance,120836,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNzcwOTIyMl5BMl5BanBnXkFtZTcwMDQ3OTQxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2598,Pushing Tin (1999),Comedy,120797,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWNiMDdmNzUtOWE0MC00MjViLTkyOTctYTI0ZmUzOTU4ZTBiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
2599,Election (1999),Comedy,126886,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjViYWQ4NjAtZmUzNy00Nzg5LWJkMzctMTgwOTRhNjdjYWI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2600,eXistenZ (1999),Action|Sci-Fi|Thriller,120907,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmU1MTJkYWItMzM5Ny00NDgxLTgxOGEtNTkzNDdkZjkwNGI0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR2,0,182,268_AL_.jpg"
2605,Entrapment (1999),Crime|Thriller,137494,"https://images-na.ssl-images-amazon.com/images/M/MV5BODgyMmE3YWQtNDE4Yy00ODExLThmNDUtYmM4ZTk2ZTVjNDEzL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
2606,Idle Hands (1999),Comedy|Horror,138510,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWE4YzE1NzItNjc3OC00ODgzLTgxMDItYzY4NmI2YjZiYmQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2607,Get Real (1998),Drama|Romance,162973,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNDk4MjcyNl5BMl5BanBnXkFtZTcwNDU1MzMzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2609,"King of Masks, The (Bian Lian) (1996)",Drama,115669,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MDkxMDEzNl5BMl5BanBnXkFtZTcwMjg2NDUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2611,"Winslow Boy, The (1999)",Drama,155388,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2OTU2MTU2N15BMl5BanBnXkFtZTcwNzIyMjA0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2612,Mildred Pierce (1945),Drama|Film-Noir,37913,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjg3ODk4NmEtMmM4MS00NTQ4LThhOTItNjNmNTUwNTc1NjdlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi,87799,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NDIwNDA1NV5BMl5BanBnXkFtZTcwOTUxOTM2NA@@._V1_UY268_CR11,0,182,268_AL_.jpg"
2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,90837,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTMzYmU2NzYtY2I3OC00NTlkLWE1NzUtZDMxOTdkYTFmOTI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2615,My Science Project (1985),Adventure|Sci-Fi,89652,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzI2MzcyNzg3NV5BMl5BanBnXkFtZTcwMjc3NjUyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
2616,Dick Tracy (1990),Action|Crime,99422,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDc3MjAxNjk0OV5BMl5BanBnXkFtZTgwNDI0MDc3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,120616,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2FmZTk5NDUtMzU0Yy00NzgzLWI0Y2MtMjExOWJmMmFlNzk1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2618,"Castle, The (1997)",Comedy,118826,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MTk5Mzk0M15BMl5BanBnXkFtZTYwMzgxNjQ5._V1_UY268_CR1,0,182,268_AL_.jpg"
2620,This Is My Father (1998),Drama|Romance,120865,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzEyNjQ3MDY0NV5BMl5BanBnXkFtZTcwODgxMDIyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,140379,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjI5YzcxZmUtMWUzOC00MGJmLWFjODgtYTlhNTViNjFmYzE5XkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
2623,Trippin' (1999),Comedy,160298,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNTEzNDI3Ml5BMl5BanBnXkFtZTcwNjM4NjcyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2624,After Life (Wandafuru raifu) (1998),Drama|Fantasy,165078,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MTg3OTIwMF5BMl5BanBnXkFtZTcwMjg1MDIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,115693,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1ODIyMDExM15BMl5BanBnXkFtZTcwNjY5MDMyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,120915,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2FmZGIwMzAtZTBkMS00M2JiLTk2MDctM2FlNTQ2OWYwZDZkXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
2629,"Love Letter, The (1999)",Comedy|Romance,166252,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyOTcyNjk0Ml5BMl5BanBnXkFtZTcwNDc3NTkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2630,Besieged (a.k.a. L' Assedio) (1998),Drama,149723,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0Nzk2MDE5M15BMl5BanBnXkFtZTcwNjQzNDAyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,59643,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEyMjU1MDA0MzBeQTJeQWpwZ15BbWU3MDI5NDQwNTQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
2633,"Mummy, The (1932)",Horror|Romance,23245,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNTIzNzcyMV5BMl5BanBnXkFtZTgwOTgwODY2MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
2634,"Mummy, The (1959)",Horror,53085,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2M3NzlkZTItYTFmZS00Y2RhLThlYTYtYTk1YjJiOTZiYWQyXkEyXkFqcGdeQXVyMTE2NzA0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2639,Mommie Dearest (1981),Drama,82766,"https://images-na.ssl-images-amazon.com/images/M/MV5BNThlYzA1MjAtNjAwMy00ZmMxLWJjMTYtNjIwN2MzZjc1ZTU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2640,Superman (1978),Action|Adventure|Sci-Fi,78346,"https://images-na.ssl-images-amazon.com/images/M/MV5BOWU0ZGE4YjMtNmY5Yy00M2RhLWE0ZGQtZjViMTBhZTE5MWM4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
2641,Superman II (1980),Action|Sci-Fi,81573,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGQ2MjNiNDAtMTYwMy00MDk0LTkxZmYtNzBmNDQyMGYyN2I2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
2642,Superman III (1983),Action|Adventure|Sci-Fi,86393,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzI3ZDllMTctNmI2Mi00OGQ4LTk2ZTQtYTJhMjA5ZGI2YmRkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,94074,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmIwZWY1YTYtNDlhOS00NDRmLWI4MzItNjk2NDc1N2NhYzNlXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
2644,Dracula (1931),Horror,21814,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWQyOTVhNGYtNDNlZS00MTQwLTg5NTgtNDdiZmI5MzM3OGMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2648,Frankenstein (1931),Drama|Horror|Sci-Fi,21884,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWM3MjliNGUtNmJjMi00ZjFmLWEyYWItZGVjNmUyMGQ2MDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
2651,Frankenstein Meets the Wolf Man (1943),Horror,35899,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzA1NGMyMzUtMDg3Zi00MGJlLWJiMWUtMWMxZjgyNGE0ZTI2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
2652,"Curse of Frankenstein, The (1957)",Horror,50280,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmM1M2U2MmMtMDIwMy00ZjYzLWE5NGUtZjI4NTVkMWVmMTcwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror,34398,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyOTU3Mjg4MV5BMl5BanBnXkFtZTgwMDUwMDc2MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
2655,Howling II: Your Sister Is a Werewolf (1985),Horror,89308,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2NhOTE0OWUtN2NkMS00YjczLWEwYzctNmNkNTQ0MzE0OGNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2656,Tarantula (1955),Horror|Sci-Fi,48696,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTRlMmNjOTUtMDVhNC00NDljLTkxOWYtYWUxNDYwZDRhODk2XkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,73629,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDIzZmE1MzEtNTRjMS00NmViLWE2ZTEtYmE2MWE1Y2FjNmYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
